ANTONIO CARLOS PEIXOTO DE MAGALHÃES NETO,GIOVANI DAMICO,JERÔNIMO RODRIGUES SOUZA,JOÃO INÁCIO RIBEIRO ROMA NETO,KLEBER ROSA DE SOUZA,MARCELO MILLET OLIVEIRA,VOTO BRANCO,VOTO NULO
2875.0,9.0,2503.0,536.0,52.0,,219.0,401.0
3329.0,7.0,2738.0,638.0,74.0,1.0,221.0,472.0
3242.0,10.0,2801.0,680.0,74.0,,225.0,465.0
3395.0,7.0,2906.0,754.0,71.0,1.0,275.0,520.0
3310.0,5.0,2685.0,706.0,64.0,1.0,246.0,488.0
3345.0,7.0,2964.0,636.0,67.0,,279.0,485.0
2887.0,3.0,2468.0,639.0,67.0,1.0,243.0,428.0
3396.0,12.0,2928.0,811.0,92.0,,270.0,517.0
2881.0,3.0,2719.0,609.0,51.0,,269.0,423.0
2807.0,4.0,2532.0,656.0,52.0,,230.0,434.0
3011.0,6.0,2567.0,603.0,51.0,1.0,205.0,432.0
2343.0,5.0,2034.0,535.0,45.0,,191.0,306.0
2781.0,6.0,2522.0,510.0,68.0,,207.0,393.0
2701.0,9.0,2376.0,554.0,60.0,,235.0,395.0
2815.0,3.0,2512.0,572.0,54.0,1.0,232.0,370.0
2680.0,6.0,2412.0,571.0,58.0,,199.0,329.0
2948.0,1.0,2552.0,567.0,70.0,,216.0,434.0
2675.0,3.0,2338.0,547.0,55.0,2.0,215.0,351.0
2398.0,7.0,2102.0,499.0,58.0,2.0,180.0,356.0
2707.0,9.0,2307.0,514.0,57.0,1.0,191.0,416.0
2446.0,1.0,1877.0,427.0,84.0,1.0,165.0,325.0
2531.0,11.0,2300.0,482.0,60.0,,171.0,373.0
2507.0,10.0,2323.0,525.0,64.0,,189.0,397.0
2530.0,10.0,1924.0,454.0,68.0,,147.0,344.0
2446.0,9.0,1889.0,491.0,83.0,2.0,175.0,312.0
3162.0,7.0,2627.0,502.0,75.0,1.0,197.0,486.0
3039.0,4.0,2828.0,573.0,67.0,4.0,201.0,447.0
2627.0,6.0,2084.0,449.0,73.0,1.0,167.0,380.0
2946.0,5.0,2490.0,579.0,90.0,1.0,184.0,409.0
2788.0,3.0,2162.0,478.0,73.0,,223.0,397.0
2933.0,5.0,2340.0,597.0,74.0,1.0,217.0,407.0
3076.0,6.0,2561.0,643.0,74.0,,221.0,420.0
2369.0,9.0,2176.0,452.0,72.0,1.0,167.0,345.0
2478.0,2.0,2011.0,541.0,63.0,1.0,169.0,345.0
2930.0,4.0,2381.0,569.0,71.0,2.0,192.0,453.0
2670.0,6.0,2196.0,478.0,81.0,,192.0,350.0
2326.0,4.0,1985.0,440.0,82.0,1.0,147.0,329.0
2738.0,2.0,2355.0,548.0,83.0,,220.0,390.0
2602.0,6.0,2502.0,488.0,69.0,1.0,212.0,403.0
2549.0,8.0,2096.0,489.0,78.0,,200.0,371.0
2471.0,6.0,2053.0,444.0,69.0,1.0,194.0,378.0
2039.0,3.0,1787.0,437.0,52.0,1.0,154.0,282.0
2584.0,8.0,2173.0,454.0,50.0,2.0,203.0,379.0
2777.0,4.0,2210.0,554.0,63.0,,202.0,403.0
2567.0,6.0,2153.0,554.0,54.0,1.0,182.0,394.0
2273.0,7.0,1779.0,408.0,48.0,,155.0,321.0
2575.0,8.0,2104.0,442.0,50.0,1.0,169.0,426.0
2723.0,9.0,2353.0,525.0,69.0,,246.0,442.0
2483.0,2.0,2206.0,490.0,38.0,,198.0,356.0
2782.0,4.0,2303.0,547.0,61.0,2.0,229.0,429.0
2464.0,5.0,2078.0,512.0,61.0,2.0,181.0,349.0
2636.0,3.0,2277.0,560.0,76.0,1.0,164.0,377.0
2209.0,8.0,1905.0,452.0,67.0,,166.0,304.0
2430.0,5.0,1894.0,497.0,77.0,2.0,161.0,325.0
2479.0,5.0,2120.0,538.0,68.0,2.0,185.0,350.0
2425.0,4.0,1940.0,506.0,74.0,,152.0,333.0
2305.0,4.0,1947.0,498.0,73.0,1.0,170.0,317.0
2606.0,6.0,2008.0,566.0,69.0,1.0,188.0,355.0
2181.0,2.0,1727.0,389.0,62.0,1.0,149.0,318.0
2658.0,11.0,2182.0,579.0,68.0,,180.0,381.0
2462.0,3.0,1840.0,487.0,63.0,,161.0,318.0
2501.0,7.0,2046.0,477.0,80.0,,172.0,349.0
2206.0,2.0,1757.0,349.0,59.0,1.0,154.0,312.0
2345.0,5.0,1893.0,411.0,65.0,,156.0,298.0
2601.0,3.0,2039.0,562.0,71.0,3.0,178.0,313.0
2398.0,2.0,1636.0,382.0,76.0,2.0,136.0,294.0
2493.0,6.0,2144.0,493.0,56.0,,141.0,296.0
2242.0,8.0,1696.0,359.0,82.0,2.0,137.0,296.0
2522.0,8.0,2069.0,461.0,66.0,,183.0,334.0
2464.0,5.0,2028.0,456.0,89.0,1.0,160.0,313.0
2316.0,7.0,1965.0,449.0,51.0,1.0,150.0,324.0
2512.0,3.0,2210.0,460.0,58.0,1.0,182.0,326.0
2442.0,7.0,2010.0,470.0,70.0,,185.0,312.0
2370.0,6.0,1811.0,537.0,56.0,3.0,169.0,323.0
2506.0,7.0,1947.0,513.0,72.0,,181.0,350.0
2077.0,8.0,1557.0,453.0,59.0,3.0,120.0,225.0
2281.0,7.0,1875.0,347.0,71.0,1.0,163.0,306.0
1950.0,5.0,1533.0,360.0,58.0,1.0,140.0,268.0
2164.0,2.0,1928.0,414.0,70.0,1.0,179.0,272.0
2648.0,3.0,2029.0,474.0,79.0,2.0,192.0,326.0
2152.0,3.0,1737.0,404.0,63.0,,161.0,258.0
2264.0,2.0,1898.0,549.0,71.0,,149.0,250.0
2346.0,9.0,1823.0,436.0,78.0,1.0,150.0,279.0
1988.0,6.0,1679.0,399.0,62.0,1.0,130.0,235.0
2099.0,3.0,1748.0,414.0,66.0,3.0,134.0,255.0
2114.0,6.0,2019.0,470.0,66.0,1.0,139.0,264.0
1655.0,6.0,1489.0,354.0,51.0,,128.0,216.0
2008.0,2.0,1695.0,414.0,59.0,,134.0,264.0
2224.0,6.0,2060.0,408.0,65.0,,144.0,307.0
1907.0,7.0,1682.0,447.0,66.0,2.0,152.0,251.0
2108.0,5.0,1857.0,499.0,71.0,,133.0,284.0
2100.0,4.0,1868.0,405.0,67.0,1.0,160.0,290.0
2331.0,10.0,1816.0,383.0,57.0,2.0,137.0,310.0
2130.0,6.0,1574.0,399.0,63.0,,143.0,242.0
2160.0,3.0,1834.0,408.0,62.0,,144.0,307.0
1956.0,3.0,1648.0,301.0,60.0,,142.0,285.0
1761.0,3.0,1426.0,326.0,47.0,,101.0,230.0
2051.0,4.0,1625.0,471.0,66.0,1.0,157.0,304.0
2301.0,6.0,1922.0,429.0,61.0,,141.0,305.0
2177.0,3.0,1719.0,397.0,77.0,,149.0,279.0
2001.0,1.0,1792.0,330.0,53.0,1.0,156.0,266.0
2269.0,7.0,1850.0,444.0,49.0,,179.0,340.0
2065.0,5.0,1714.0,432.0,61.0,1.0,157.0,281.0
2238.0,5.0,1751.0,445.0,60.0,1.0,166.0,326.0
2240.0,6.0,1755.0,325.0,50.0,,167.0,318.0
1989.0,2.0,1446.0,279.0,60.0,,132.0,250.0
2186.0,5.0,1824.0,353.0,52.0,1.0,137.0,358.0
2243.0,3.0,1883.0,348.0,54.0,,142.0,330.0
2036.0,7.0,1465.0,303.0,50.0,,136.0,256.0
2162.0,4.0,1710.0,389.0,56.0,,171.0,322.0
2157.0,7.0,1756.0,325.0,59.0,,148.0,301.0
1840.0,4.0,1474.0,244.0,35.0,,124.0,279.0
1948.0,3.0,1650.0,301.0,46.0,,125.0,290.0
2061.0,,1856.0,359.0,46.0,,163.0,296.0
1845.0,2.0,1533.0,306.0,51.0,1.0,139.0,264.0
1946.0,5.0,1562.0,255.0,52.0,1.0,143.0,285.0
2332.0,2.0,1827.0,459.0,61.0,2.0,153.0,324.0
2419.0,4.0,1839.0,402.0,69.0,,160.0,298.0
2122.0,4.0,1768.0,296.0,57.0,1.0,141.0,281.0
2335.0,2.0,1928.0,355.0,60.0,,171.0,336.0
2219.0,3.0,1786.0,385.0,59.0,,142.0,322.0
2213.0,5.0,1709.0,343.0,41.0,,165.0,313.0
2263.0,3.0,1715.0,320.0,51.0,2.0,154.0,297.0
2643.0,5.0,2151.0,493.0,49.0,,196.0,388.0
2282.0,4.0,1919.0,366.0,56.0,1.0,164.0,412.0
2095.0,4.0,1777.0,329.0,66.0,1.0,161.0,332.0
2551.0,4.0,2041.0,504.0,79.0,,185.0,341.0
2353.0,5.0,1731.0,339.0,53.0,,169.0,317.0
2091.0,2.0,1594.0,298.0,66.0,2.0,138.0,366.0
2487.0,2.0,1945.0,427.0,80.0,,157.0,336.0
2202.0,7.0,1714.0,342.0,59.0,1.0,142.0,307.0
2324.0,2.0,1808.0,435.0,59.0,,161.0,297.0
2006.0,2.0,1506.0,288.0,45.0,1.0,146.0,254.0
1961.0,6.0,1765.0,360.0,56.0,,156.0,302.0
2009.0,2.0,1391.0,354.0,72.0,2.0,117.0,252.0
2149.0,6.0,1598.0,327.0,56.0,,144.0,262.0
2025.0,5.0,1598.0,329.0,55.0,,156.0,297.0
2086.0,3.0,1625.0,374.0,60.0,2.0,134.0,270.0
1940.0,3.0,1421.0,333.0,65.0,1.0,111.0,273.0
2064.0,3.0,1440.0,365.0,62.0,2.0,112.0,258.0
2135.0,6.0,1434.0,404.0,62.0,,117.0,279.0
1974.0,3.0,1383.0,350.0,55.0,1.0,122.0,223.0
1940.0,7.0,1412.0,392.0,45.0,,139.0,222.0
1667.0,4.0,1173.0,250.0,38.0,,84.0,208.0
1867.0,5.0,1234.0,248.0,52.0,1.0,122.0,206.0
1861.0,4.0,1442.0,254.0,52.0,,128.0,223.0
1820.0,3.0,1360.0,349.0,57.0,1.0,153.0,230.0
1657.0,3.0,1222.0,302.0,65.0,,109.0,233.0
1633.0,4.0,1206.0,305.0,43.0,,119.0,217.0
1385.0,3.0,1222.0,177.0,26.0,1.0,97.0,231.0
1866.0,4.0,1460.0,353.0,48.0,1.0,109.0,257.0
1490.0,1.0,1160.0,268.0,39.0,4.0,73.0,199.0
1710.0,5.0,1180.0,323.0,45.0,,101.0,199.0
1610.0,4.0,1217.0,273.0,28.0,,129.0,248.0
1465.0,3.0,1217.0,237.0,27.0,,104.0,178.0
1546.0,2.0,1102.0,275.0,37.0,,105.0,209.0
1655.0,1.0,1193.0,333.0,31.0,,122.0,245.0
1374.0,2.0,1161.0,261.0,27.0,,115.0,236.0
1514.0,1.0,1091.0,285.0,32.0,1.0,120.0,222.0
1527.0,3.0,1087.0,313.0,32.0,,118.0,209.0
1581.0,3.0,1195.0,249.0,32.0,1.0,119.0,228.0
1496.0,2.0,1021.0,213.0,38.0,2.0,105.0,221.0
1647.0,4.0,1218.0,257.0,33.0,,97.0,241.0
1437.0,4.0,1050.0,202.0,24.0,,124.0,217.0
1557.0,3.0,1149.0,301.0,37.0,2.0,118.0,243.0
1409.0,2.0,1077.0,204.0,43.0,,102.0,188.0
1347.0,2.0,981.0,182.0,33.0,,101.0,183.0
1676.0,6.0,1297.0,298.0,61.0,2.0,126.0,223.0
1494.0,8.0,1251.0,220.0,45.0,,98.0,219.0
1561.0,5.0,1117.0,187.0,35.0,,118.0,209.0
1422.0,2.0,1179.0,255.0,30.0,1.0,104.0,224.0
1590.0,6.0,1127.0,299.0,34.0,,114.0,222.0
1337.0,3.0,1115.0,186.0,36.0,2.0,112.0,211.0
1203.0,,885.0,198.0,33.0,,75.0,166.0
1442.0,3.0,1018.0,224.0,28.0,,98.0,188.0
1542.0,1.0,1100.0,272.0,32.0,1.0,120.0,208.0
1300.0,2.0,944.0,172.0,38.0,,89.0,166.0
1323.0,3.0,1026.0,235.0,36.0,,96.0,243.0
1392.0,3.0,1131.0,210.0,22.0,,107.0,198.0
1409.0,2.0,1084.0,253.0,27.0,,105.0,199.0
1431.0,1.0,1113.0,248.0,31.0,1.0,121.0,182.0
1275.0,1.0,859.0,266.0,29.0,1.0,117.0,184.0
1320.0,1.0,1072.0,262.0,27.0,1.0,100.0,206.0
1327.0,2.0,957.0,201.0,29.0,,82.0,178.0
1338.0,6.0,1003.0,266.0,39.0,1.0,87.0,208.0
1132.0,5.0,877.0,197.0,23.0,,65.0,164.0
1161.0,1.0,808.0,220.0,34.0,,67.0,168.0
977.0,1.0,833.0,192.0,34.0,,71.0,114.0
1019.0,2.0,830.0,202.0,29.0,1.0,84.0,156.0
1271.0,2.0,1034.0,246.0,29.0,1.0,102.0,180.0
1182.0,4.0,960.0,214.0,18.0,,79.0,224.0
1254.0,6.0,963.0,251.0,33.0,,98.0,218.0
1099.0,5.0,883.0,238.0,30.0,,84.0,170.0
938.0,,687.0,206.0,45.0,,58.0,113.0
967.0,2.0,714.0,204.0,18.0,,66.0,98.0
1066.0,2.0,750.0,237.0,28.0,1.0,78.0,134.0
1151.0,3.0,714.0,270.0,38.0,,67.0,104.0
913.0,2.0,683.0,182.0,27.0,1.0,48.0,107.0
1000.0,1.0,800.0,163.0,36.0,,66.0,119.0
832.0,1.0,732.0,155.0,24.0,,62.0,132.0
768.0,3.0,750.0,180.0,32.0,,54.0,109.0
721.0,3.0,619.0,208.0,18.0,,61.0,86.0
627.0,1.0,549.0,160.0,29.0,1.0,27.0,95.0
992.0,2.0,796.0,213.0,24.0,,77.0,157.0
862.0,,691.0,165.0,30.0,,59.0,116.0
841.0,2.0,737.0,211.0,24.0,,55.0,145.0
879.0,2.0,735.0,194.0,25.0,,54.0,138.0
898.0,3.0,754.0,207.0,29.0,1.0,58.0,98.0
926.0,2.0,724.0,234.0,24.0,1.0,72.0,132.0
861.0,2.0,785.0,175.0,28.0,,67.0,143.0
786.0,1.0,773.0,168.0,18.0,,70.0,108.0
831.0,2.0,793.0,120.0,19.0,1.0,69.0,122.0
933.0,3.0,750.0,186.0,28.0,,63.0,123.0
924.0,2.0,824.0,167.0,20.0,,70.0,134.0
796.0,3.0,672.0,202.0,24.0,1.0,52.0,101.0
782.0,4.0,665.0,180.0,13.0,,57.0,131.0
725.0,,628.0,195.0,18.0,1.0,49.0,142.0
590.0,2.0,618.0,87.0,17.0,,50.0,82.0
1059.0,1.0,762.0,196.0,21.0,,75.0,135.0
744.0,1.0,584.0,131.0,21.0,,56.0,112.0
886.0,,627.0,211.0,18.0,,72.0,131.0
943.0,1.0,717.0,221.0,43.0,1.0,77.0,146.0
775.0,,643.0,138.0,18.0,,61.0,135.0
658.0,2.0,528.0,139.0,14.0,1.0,51.0,114.0
782.0,3.0,683.0,200.0,19.0,,64.0,96.0
609.0,1.0,635.0,148.0,13.0,,46.0,122.0
626.0,3.0,581.0,165.0,7.0,,48.0,121.0
780.0,1.0,647.0,167.0,20.0,,65.0,151.0
842.0,2.0,725.0,215.0,20.0,,62.0,154.0
628.0,1.0,624.0,187.0,7.0,,51.0,111.0
657.0,1.0,532.0,149.0,13.0,,56.0,92.0
792.0,,646.0,156.0,22.0,,68.0,151.0
804.0,,632.0,186.0,22.0,,48.0,110.0
744.0,1.0,630.0,184.0,15.0,,61.0,143.0
596.0,,533.0,161.0,8.0,,55.0,113.0
570.0,,579.0,164.0,11.0,,57.0,91.0
634.0,1.0,549.0,161.0,13.0,,63.0,82.0
572.0,3.0,466.0,155.0,12.0,,52.0,92.0
756.0,1.0,708.0,181.0,29.0,,55.0,108.0
549.0,1.0,394.0,118.0,8.0,1.0,46.0,62.0
564.0,1.0,591.0,194.0,15.0,1.0,50.0,91.0
408.0,2.0,313.0,150.0,9.0,,32.0,65.0
550.0,2.0,565.0,120.0,15.0,,30.0,73.0
507.0,1.0,452.0,139.0,8.0,,29.0,94.0
772.0,3.0,575.0,129.0,18.0,,57.0,99.0
611.0,1.0,481.0,148.0,16.0,,46.0,66.0
828.0,3.0,725.0,176.0,34.0,,58.0,96.0
653.0,,559.0,158.0,24.0,,47.0,101.0
803.0,,633.0,197.0,16.0,,60.0,109.0
614.0,1.0,508.0,147.0,13.0,,57.0,89.0
680.0,2.0,576.0,124.0,12.0,,41.0,97.0
553.0,1.0,431.0,71.0,15.0,,35.0,84.0
727.0,1.0,534.0,132.0,17.0,,45.0,71.0
539.0,,453.0,101.0,15.0,,36.0,72.0
564.0,,435.0,79.0,8.0,,52.0,66.0
387.0,1.0,336.0,77.0,6.0,1.0,30.0,61.0
738.0,1.0,603.0,126.0,14.0,,44.0,100.0
565.0,1.0,430.0,83.0,11.0,,57.0,97.0
678.0,2.0,577.0,126.0,27.0,,52.0,97.0
573.0,,436.0,102.0,13.0,,37.0,88.0
592.0,2.0,453.0,118.0,11.0,,40.0,82.0
455.0,1.0,353.0,64.0,10.0,1.0,37.0,58.0
543.0,1.0,337.0,81.0,20.0,,17.0,69.0
558.0,2.0,448.0,90.0,12.0,,23.0,68.0
479.0,1.0,365.0,57.0,20.0,,28.0,44.0
325.0,1.0,282.0,56.0,12.0,,19.0,34.0
378.0,2.0,383.0,49.0,11.0,1.0,27.0,54.0
351.0,1.0,350.0,62.0,14.0,,30.0,43.0
404.0,1.0,379.0,74.0,11.0,1.0,18.0,33.0
295.0,,427.0,39.0,7.0,,26.0,46.0
224.0,,233.0,25.0,4.0,,28.0,43.0
245.0,2.0,238.0,25.0,2.0,,17.0,37.0
371.0,1.0,446.0,51.0,3.0,,29.0,60.0
356.0,,463.0,106.0,12.0,,30.0,42.0
392.0,3.0,322.0,72.0,16.0,,21.0,44.0
165.0,,110.0,36.0,3.0,,15.0,18.0
448.0,,377.0,90.0,15.0,,25.0,44.0
387.0,1.0,383.0,66.0,7.0,,28.0,48.0
545.0,,488.0,105.0,18.0,,27.0,74.0
562.0,1.0,483.0,91.0,22.0,,30.0,58.0
406.0,3.0,361.0,60.0,10.0,,22.0,53.0
554.0,,416.0,88.0,8.0,,28.0,63.0
369.0,1.0,271.0,75.0,3.0,,23.0,56.0
498.0,1.0,511.0,82.0,5.0,,39.0,90.0
299.0,,217.0,44.0,4.0,,27.0,53.0
377.0,1.0,305.0,76.0,9.0,1.0,24.0,45.0
570.0,1.0,349.0,88.0,14.0,1.0,45.0,55.0
259.0,,142.0,40.0,9.0,,12.0,20.0
536.0,,364.0,90.0,19.0,,25.0,42.0
487.0,1.0,468.0,70.0,16.0,,25.0,67.0
405.0,,495.0,56.0,9.0,,26.0,70.0
254.0,,209.0,51.0,4.0,,20.0,34.0
218.0,1.0,159.0,31.0,6.0,,15.0,26.0
490.0,,317.0,86.0,13.0,1.0,23.0,51.0
119.0,1.0,124.0,18.0,3.0,,13.0,3.0
187.0,,144.0,28.0,7.0,,10.0,21.0
172.0,2.0,120.0,31.0,8.0,,13.0,11.0
367.0,,218.0,49.0,18.0,,11.0,26.0
131.0,1.0,184.0,24.0,1.0,,6.0,24.0
338.0,1.0,265.0,70.0,15.0,,16.0,25.0
135.0,,176.0,15.0,,,12.0,27.0
246.0,,355.0,33.0,4.0,1.0,22.0,37.0
267.0,,336.0,27.0,2.0,,30.0,57.0
128.0,,116.0,15.0,5.0,,14.0,14.0
118.0,,87.0,16.0,1.0,,8.0,15.0
323.0,4.0,207.0,55.0,9.0,,12.0,25.0
270.0,2.0,218.0,49.0,15.0,,10.0,27.0
289.0,,188.0,44.0,7.0,1.0,18.0,38.0
126.0,,97.0,15.0,1.0,,7.0,18.0
280.0,1.0,213.0,35.0,14.0,,15.0,29.0
258.0,1.0,252.0,26.0,6.0,,9.0,49.0
258.0,1.0,207.0,29.0,7.0,,17.0,36.0
302.0,1.0,193.0,62.0,17.0,,14.0,30.0
175.0,,103.0,37.0,6.0,,9.0,22.0
138.0,,136.0,21.0,3.0,,9.0,25.0
146.0,,111.0,24.0,3.0,,12.0,31.0
274.0,,300.0,39.0,3.0,,23.0,48.0
302.0,,234.0,55.0,12.0,,21.0,46.0
119.0,,121.0,21.0,2.0,,12.0,34.0
306.0,1.0,219.0,49.0,8.0,,17.0,54.0
176.0,,104.0,28.0,4.0,,20.0,28.0
160.0,,124.0,29.0,1.0,,12.0,24.0
177.0,,115.0,22.0,2.0,,19.0,28.0
301.0,,230.0,51.0,8.0,,25.0,50.0
318.0,,223.0,37.0,5.0,,22.0,57.0
343.0,1.0,261.0,52.0,9.0,,19.0,33.0
369.0,2.0,238.0,58.0,12.0,,18.0,33.0
358.0,,237.0,38.0,6.0,,19.0,57.0
362.0,3.0,232.0,38.0,10.0,,21.0,45.0
316.0,,248.0,44.0,6.0,,30.0,57.0
312.0,2.0,230.0,42.0,7.0,,21.0,42.0
301.0,1.0,261.0,79.0,13.0,,29.0,29.0
130.0,,153.0,20.0,,,10.0,28.0
165.0,,142.0,20.0,1.0,,9.0,17.0
156.0,,155.0,16.0,,,10.0,21.0
142.0,,145.0,22.0,4.0,,12.0,21.0
249.0,2.0,344.0,25.0,6.0,,21.0,39.0
133.0,,156.0,12.0,3.0,,9.0,13.0
281.0,,178.0,40.0,13.0,,16.0,23.0
175.0,,128.0,32.0,4.0,,12.0,12.0
153.0,1.0,121.0,25.0,4.0,,17.0,29.0
361.0,1.0,207.0,86.0,8.0,,20.0,34.0
301.0,,283.0,34.0,4.0,,27.0,49.0
161.0,1.0,160.0,12.0,3.0,1.0,6.0,22.0
168.0,,145.0,9.0,3.0,,11.0,21.0
277.0,,297.0,40.0,4.0,,22.0,43.0
336.0,3.0,251.0,67.0,15.0,,20.0,52.0
157.0,,127.0,28.0,3.0,,13.0,35.0
147.0,1.0,134.0,31.0,3.0,,10.0,22.0
159.0,,129.0,23.0,2.0,,17.0,33.0
370.0,3.0,213.0,72.0,17.0,,16.0,42.0
301.0,1.0,264.0,35.0,3.0,,30.0,57.0
292.0,2.0,245.0,52.0,10.0,,19.0,53.0
187.0,,118.0,36.0,3.0,,10.0,29.0
159.0,,136.0,25.0,2.0,,15.0,25.0
176.0,,133.0,25.0,2.0,,7.0,29.0
361.0,2.0,251.0,53.0,15.0,,27.0,45.0
340.0,,219.0,55.0,6.0,,29.0,50.0
323.0,1.0,272.0,46.0,4.0,1.0,22.0,52.0
411.0,2.0,214.0,87.0,14.0,,14.0,34.0
181.0,,115.0,26.0,1.0,,9.0,27.0
173.0,,119.0,26.0,3.0,,11.0,26.0
118.0,,73.0,11.0,1.0,,7.0,19.0
108.0,,75.0,13.0,,,12.0,12.0
290.0,1.0,194.0,51.0,15.0,,14.0,20.0
285.0,,221.0,35.0,9.0,1.0,21.0,42.0
354.0,1.0,262.0,37.0,7.0,,24.0,46.0
332.0,,273.0,45.0,7.0,,27.0,60.0
149.0,,124.0,18.0,1.0,,16.0,38.0
351.0,,249.0,62.0,17.0,1.0,17.0,47.0
176.0,,111.0,30.0,6.0,,6.0,34.0
358.0,,218.0,51.0,10.0,1.0,19.0,45.0
301.0,,273.0,35.0,7.0,,24.0,66.0
179.0,,111.0,23.0,1.0,,13.0,28.0
174.0,,128.0,26.0,3.0,,13.0,32.0
355.0,2.0,225.0,83.0,8.0,,17.0,41.0
346.0,3.0,265.0,53.0,13.0,,15.0,36.0
188.0,1.0,107.0,35.0,5.0,,8.0,21.0
345.0,,259.0,48.0,7.0,,21.0,51.0
305.0,,266.0,34.0,6.0,,29.0,41.0
335.0,,248.0,62.0,16.0,,26.0,35.0
354.0,1.0,249.0,54.0,10.0,,32.0,44.0
354.0,,255.0,59.0,18.0,,17.0,43.0
322.0,,264.0,69.0,8.0,,18.0,50.0
344.0,,265.0,40.0,6.0,,19.0,51.0
176.0,1.0,121.0,26.0,9.0,1.0,11.0,17.0
331.0,,258.0,41.0,8.0,,22.0,40.0
331.0,2.0,233.0,63.0,6.0,2.0,25.0,57.0
350.0,3.0,223.0,69.0,14.0,1.0,10.0,42.0
370.0,,263.0,66.0,10.0,,15.0,33.0
172.0,1.0,112.0,16.0,2.0,,9.0,39.0
309.0,,284.0,39.0,6.0,,20.0,37.0
358.0,,226.0,49.0,13.0,,15.0,26.0
380.0,4.0,201.0,80.0,20.0,,22.0,39.0
160.0,1.0,122.0,21.0,5.0,,12.0,24.0
209.0,,251.0,10.0,4.0,1.0,20.0,27.0
134.0,,99.0,19.0,2.0,,12.0,19.0
109.0,,51.0,5.0,1.0,,4.0,5.0
140.0,,100.0,9.0,7.0,,13.0,14.0
156.0,,114.0,16.0,6.0,,11.0,28.0
165.0,1.0,126.0,36.0,4.0,,7.0,22.0
325.0,2.0,221.0,35.0,10.0,,14.0,31.0
144.0,,123.0,16.0,3.0,,9.0,23.0
317.0,,268.0,37.0,9.0,1.0,27.0,50.0
166.0,2.0,107.0,42.0,6.0,2.0,10.0,11.0
205.0,,108.0,44.0,8.0,,4.0,10.0
178.0,,127.0,29.0,10.0,1.0,5.0,14.0
159.0,1.0,111.0,43.0,11.0,,1.0,12.0
187.0,,93.0,53.0,10.0,,4.0,4.0
183.0,2.0,101.0,44.0,10.0,,11.0,11.0
162.0,2.0,120.0,47.0,11.0,,6.0,6.0
199.0,1.0,100.0,43.0,9.0,,2.0,7.0
287.0,1.0,332.0,56.0,8.0,3.0,31.0,26.0
583.0,2.0,617.0,155.0,21.0,,47.0,52.0
600.0,2.0,587.0,150.0,16.0,,40.0,71.0
674.0,2.0,723.0,149.0,23.0,,39.0,72.0
546.0,2.0,546.0,115.0,23.0,,28.0,65.0
466.0,2.0,554.0,128.0,16.0,,41.0,44.0
338.0,2.0,361.0,57.0,11.0,,11.0,32.0
251.0,,305.0,67.0,11.0,,12.0,26.0
437.0,3.0,432.0,70.0,20.0,1.0,16.0,40.0
352.0,1.0,432.0,72.0,16.0,,30.0,37.0
256.0,2.0,333.0,58.0,4.0,,17.0,34.0
362.0,1.0,378.0,69.0,18.0,,17.0,36.0
391.0,2.0,407.0,73.0,16.0,1.0,23.0,33.0
482.0,1.0,494.0,84.0,12.0,,25.0,39.0
488.0,4.0,596.0,97.0,13.0,,17.0,59.0
458.0,1.0,538.0,111.0,10.0,,23.0,35.0
110.0,,187.0,15.0,1.0,,6.0,19.0
129.0,,317.0,37.0,,,12.0,21.0
148.0,,153.0,12.0,4.0,,13.0,24.0
321.0,3.0,425.0,92.0,7.0,,13.0,20.0
156.0,,125.0,29.0,17.0,,5.0,15.0
258.0,,455.0,48.0,5.0,,19.0,38.0
178.0,,125.0,62.0,8.0,,5.0,3.0
310.0,,353.0,70.0,13.0,,15.0,38.0
305.0,,449.0,72.0,8.0,,15.0,56.0
97.0,,154.0,9.0,1.0,,9.0,24.0
359.0,1.0,426.0,90.0,12.0,,17.0,37.0
212.0,,215.0,35.0,9.0,,4.0,27.0
247.0,1.0,302.0,54.0,20.0,,11.0,25.0
227.0,,275.0,53.0,10.0,,16.0,16.0
206.0,1.0,306.0,57.0,15.0,,9.0,37.0
295.0,,433.0,83.0,11.0,,20.0,52.0
274.0,4.0,336.0,65.0,15.0,,17.0,28.0
279.0,3.0,398.0,54.0,16.0,1.0,9.0,40.0
250.0,,315.0,63.0,10.0,1.0,8.0,30.0
327.0,2.0,461.0,71.0,2.0,1.0,22.0,37.0
252.0,1.0,308.0,50.0,11.0,,11.0,20.0
268.0,1.0,476.0,66.0,8.0,,9.0,22.0
253.0,2.0,481.0,55.0,13.0,,24.0,42.0
261.0,2.0,369.0,59.0,17.0,,16.0,38.0
249.0,3.0,400.0,45.0,9.0,,22.0,32.0
255.0,1.0,397.0,58.0,18.0,,8.0,26.0
372.0,,387.0,73.0,14.0,1.0,24.0,54.0
362.0,,382.0,92.0,9.0,,31.0,43.0
356.0,,473.0,67.0,5.0,,16.0,52.0
368.0,1.0,322.0,39.0,6.0,,17.0,29.0
282.0,,242.0,45.0,18.0,,8.0,17.0
231.0,,237.0,43.0,5.0,,7.0,21.0
223.0,1.0,231.0,36.0,10.0,,7.0,10.0
207.0,,242.0,60.0,20.0,,10.0,29.0
236.0,,222.0,49.0,11.0,1.0,13.0,24.0
